주차장관리번호,주차장명,주차장구분,주차장유형,소재지도로명주소,소재지지번주소,주차구획수,급지구분,부제시행구분,운영요일,평일운영시작시각,평일운영종료시각,토요일운영시작시각,토요일운영종료시각,공휴일운영시작시각,공휴일운영종료시각,요금정보,주차기본시간,주차기본요금,추가단위시간,추가단위요금,1일주차권요금적용시간,1일주차권요금,월정기권요금,결제방법,특기사항,관리기관명,전화번호,위도,경도,데이터기준일자
405-2-000024,삼양동 무료 주차장,공영,노외,제주특별자치도 제주시 삼양1동1579-0,제주특별자치도 제주시 삼양1동1579-1,57,1,미시행,평일+토요일+공휴일,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,무료,0,0,0,0,,,,,,차량관리과,,,,2017-07-31
405-2-000023,도두동 무료 주차장,공영,노외,제주특별자치도 제주시 도두1동1211,제주특별자치도 제주시 도두1동1212 외,625,1,미시행,평일+토요일+공휴일,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,무료,0,0,0,0,,,,,,차량관리과,,,,2017-07-31
405-2-000022,도두동 무료 주차장,공영,노외,제주특별자치도 제주시 도두1동2618-0,제주특별자치도 제주시 도두1동2618-1,29,1,미시행,평일+토요일+공휴일,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,무료,0,0,0,0,,,,,,차량관리과,,,,2017-07-31
405-2-000021,도두동 무료 주차장,공영,노외,제주특별자치도 제주시 도두1동2629,제주특별자치도 제주시 도두1동2630,34,1,미시행,평일+토요일+공휴일,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,무료,0,0,0,0,,,,,,차량관리과,,,,2017-07-31
405-2-000020,탑동제1주차장,공영,노외,제주특별자치도 제주시 삼도2동1263,제주특별자치도 제주시 삼도2동1263,66,1,미시행,평일,10:00,19:00,24:00:00,24:00:00,24:00:00,24:00:00,유료,30,500,15,300,,,,,,차량관리과,,,,2017-07-31
405-2-000019,관덕정서측,공영,노외,제주특별자치도 제주시 삼도2동1024,제주특별자치도 제주시 삼도2동1024,36,1,미시행,평일+토요일,10:00,19:00,24:00:00,24:00:00,24:00:00,24:00:00,유료,30,500,15,300,,,,,,차량관리과,,,,2017-07-31
405-2-000306,조천읍 무료 주차장,공영,노외,제주특별자치도 제주시 조천읍함덕리 1024-2,"제주특별자치도 제주시 조천읍함덕리 1024-2,3",20,2,미시행,평일+토요일+공휴일,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,무료,0,0,0,0,,,,,,차량관리과,,,,2017-07-31
405-2-000164,이도이동 무료 주차장,공영,노외,제주특별자치도 제주시 이도2동1960-2,제주특별자치도 제주시 이도2동1960-3,22,1,미시행,평일+토요일+공휴일,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,무료,0,0,0,0,,,,,,차량관리과,,,,2017-07-31
405-2-000018,동문주차빌딩,공영,노외,제주특별자치도 제주시 일도1동1106,제주특별자치도 제주시 일도1동1106,219,1,미시행,평일,8:00,20:00,24:00:00,24:00:00,24:00:00,24:00:00,유료,30,500,15,300,,,,,,차량관리과,,,,2017-07-31
405-2-000307,구좌읍 무료 주차장,공영,노외,제주특별자치도 제주시 구좌읍세화리 1507-0,제주특별자치도 제주시 구좌읍세화리 1507-1,47,2,미시행,평일+토요일+공휴일,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,무료,0,0,0,0,,,,,,차량관리과,,,,2017-07-31
405-2-000308,구좌읍 무료 주차장,공영,노외,제주특별자치도 제주시 구좌읍1491-1,제주특별자치도 제주시 구좌읍1491-2,43,2,미시행,평일+토요일+공휴일,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,무료,0,0,0,0,,,,,,차량관리과,,,,2017-07-31
405-2-000305,조천읍 무료 주차장,공영,노외,제주특별자치도 제주시 조천읍함덕리 272-23,제주특별자치도 제주시 조천읍함덕리 272-24,25,2,미시행,평일+토요일+공휴일,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,무료,0,0,0,0,,,,,,차량관리과,,,,2017-07-31
405-2-000304,구좌읍 무료 주차장,공영,노외,제주특별자치도 제주시 구좌읍한동리 2972-0,제주특별자치도 제주시 구좌읍한동리 2972-1,214,2,미시행,평일+토요일+공휴일,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,무료,0,0,0,0,,,,,,차량관리과,,,,2017-07-31
405-2-000303,구좌읍 무료 주차장,공영,노외,제주특별자치도 제주시 구좌읍세화리 1491-1,제주특별자치도 제주시 구좌읍세화리 1491-2,63,2,미시행,평일+토요일+공휴일,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,무료,0,0,0,0,,,,,,차량관리과,,,,2017-07-31
405-2-000302,구좌읍 무료 주차장,공영,노외,제주특별자치도 제주시 구좌읍세화리 1507-0,제주특별자치도 제주시 구좌읍세화리 1507-1,89,2,미시행,평일+토요일+공휴일,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,무료,0,0,0,0,,,,,,차량관리과,,,,2017-07-31
405-2-000301,조천읍 무료 주차장,공영,노외,제주특별자치도 제주시 조천읍함덕리 1024-2,제주특별자치도 제주시 조천읍함덕리 1024-2외2,20,2,미시행,평일+토요일+공휴일,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,무료,0,0,0,0,,,,,,차량관리과,,,,2017-07-31
405-2-000300,조천읍 무료 주차장,공영,노외,제주특별자치도 제주시 조천읍함덕리 272-24,제주특별자치도 제주시 조천읍함덕리 272-24,25,2,미시행,평일+토요일+공휴일,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,무료,0,0,0,0,,,,,,차량관리과,,,,2017-07-31
405-2-000299,조천읍 무료 주차장,공영,노외,제주특별자치도 제주시 조천읍함덕리 272-57,제주특별자치도 제주시 조천읍함덕리 272-57,10,2,미시행,평일+토요일+공휴일,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,무료,0,0,0,0,,,,,,차량관리과,,,,2017-07-31
405-2-000298,조천읍 무료 주차장,공영,노외,제주특별자치도 제주시 조천읍조천리 2496,제주특별자치도 제주시 조천읍조천리 2496,16,2,미시행,평일+토요일+공휴일,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,무료,0,0,0,0,,,,,,차량관리과,,,,2017-07-31
405-2-000297,조천읍 무료 주차장,공영,노외,제주특별자치도 제주시 조천읍조천리 2489,제주특별자치도 제주시 조천읍조천리 2489,12,2,미시행,평일+토요일+공휴일,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,무료,0,0,0,0,,,,,,차량관리과,,,,2017-07-31
405-2-000296,한림읍 무료 주차장,공영,노외,제주특별자치도 제주시 한림읍한림리 1389-2,"제주특별자치도 제주시 한림읍한림리 1389-2,4,7, 1446-10",29,2,미시행,평일+토요일+공휴일,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,무료,0,0,0,0,,,,,,차량관리과,,,,2017-07-31
405-2-000295,한림읍 무료 주차장,공영,노외,제주특별자치도 제주시 한림읍한림리 1304-10,"제주특별자치도 제주시 한림읍한림리 1304-10,11,1287-7",31,2,미시행,평일+토요일+공휴일,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,무료,0,0,0,0,,,,,,차량관리과,,,,2017-07-31
405-2-000294,애월읍 무료 주차장,공영,노외,제주특별자치도 제주시 애월읍하귀1리 155-9,제주특별자치도 제주시 애월읍하귀1리 155-10,9,2,미시행,평일+토요일+공휴일,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,무료,0,0,0,0,,,,,,차량관리과,,,,2017-07-31
405-2-000293,애월읍 무료 주차장,공영,노외,제주특별자치도 제주시 애월읍하귀1리 156-4,제주특별자치도 제주시 애월읍하귀1리 156-5,9,2,미시행,평일+토요일+공휴일,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,무료,0,0,0,0,,,,,,차량관리과,,,,2017-07-31
405-2-000292,애월읍 무료 주차장,공영,노외,제주특별자치도 제주시 애월읍 하귀1리 158-1,제주특별자치도 제주시 애월읍 하귀1리 158-2,19,2,미시행,평일+토요일+공휴일,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,무료,0,0,0,0,,,,,,차량관리과,,,,2017-07-31
405-2-000291,애월읍 무료 주차장,공영,노외,제주특별자치도 제주시 애월읍하귀1리 200-2,제주특별자치도 제주시 애월읍하귀1리 200-3,17,2,미시행,평일+토요일+공휴일,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,무료,0,0,0,0,,,,,,차량관리과,,,,2017-07-31
405-2-000290,애월읍 무료 주차장,공영,노외,제주특별자치도 제주시 애월읍하귀1리 160-3,제주특별자치도 제주시 애월읍하귀1리 160-4,7,2,미시행,평일+토요일+공휴일,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,무료,0,0,0,0,,,,,,차량관리과,,,,2017-07-31
405-2-000289,애월읍 무료 주차장,공영,노외,제주특별자치도 제주시 애월읍하귀1리 162-0,제주특별자치도 제주시 애월읍하귀1리 162-1,10,2,미시행,평일+토요일+공휴일,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,무료,0,0,0,0,,,,,,차량관리과,,,,2017-07-31
405-2-000288,애월읍 무료 주차장,공영,노외,제주특별자치도 제주시 애월읍하귀1리 165-3,제주특별자치도 제주시 애월읍하귀1리 165-4,29,2,미시행,평일+토요일+공휴일,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,무료,0,0,0,0,,,,,,차량관리과,,,,2017-07-31
405-2-000287,애월읍 무료 주차장,공영,노외,제주특별자치도 제주시 애월읍하귀1리 238-3,제주특별자치도 제주시 애월읍하귀1리 238-4,19,2,미시행,평일+토요일+공휴일,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,무료,0,0,0,0,,,,,,차량관리과,,,,2017-07-31
405-2-000286,애월읍 무료 주차장,공영,노외,제주특별자치도 제주시 애월읍하귀1리 235-3,제주특별자치도 제주시 애월읍하귀1리 235-4,16,2,미시행,평일+토요일+공휴일,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,무료,0,0,0,0,,,,,,차량관리과,,,,2017-07-31
405-2-000285,애월읍 무료 주차장,공영,노외,제주특별자치도 제주시 애월읍하귀1리 197-6,제주특별자치도 제주시 애월읍하귀1리 197-7,12,2,미시행,평일+토요일+공휴일,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,무료,0,0,0,0,,,,,,차량관리과,,,,2017-07-31
405-2-000284,애월읍 무료 주차장,공영,노외,제주특별자치도 제주시 애월읍하귀1리 195-1,제주특별자치도 제주시 애월읍하귀1리 195-2,15,2,미시행,평일+토요일+공휴일,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,무료,0,0,0,0,,,,,,차량관리과,,,,2017-07-31
405-2-000283,애월읍 무료 주차장,공영,노외,제주특별자치도 제주시 애월읍하귀1리 176-2,제주특별자치도 제주시 애월읍하귀1리 176-3,17,2,미시행,평일+토요일+공휴일,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,무료,0,0,0,0,,,,,,차량관리과,,,,2017-07-31
405-2-000163,이도이동 무료 주차장,공영,노외,제주특별자치도 제주시 이도2동1945-5,제주특별자치도 제주시 이도2동1945-6,22,1,미시행,평일+토요일+공휴일,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,무료,0,0,0,0,,,,,,차량관리과,,,,2017-07-31
405-2-000162,아라동 무료 주차장,공영,노외,제주특별자치도 제주시 아라2동3008-0,제주특별자치도 제주시 아라2동3008-1,23,1,미시행,평일+토요일+공휴일,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,무료,0,0,0,0,,,,,,차량관리과,,,,2017-07-31
405-2-000161,이도이동 무료 주차장,공영,노외,제주특별자치도 제주시 이도2동1968-4,제주특별자치도 제주시 이도2동1968-5,29,1,미시행,평일+토요일+공휴일,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,무료,0,0,0,0,,,,,,차량관리과,,,,2017-07-31
405-2-000160,아라동 무료 주차장,공영,노외,제주특별자치도 제주시 아라2동3002-9,제주특별자치도 제주시 아라2동3002-9,24,1,미시행,평일+토요일+공휴일,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,무료,0,0,0,0,,,,,,차량관리과,,,,2017-07-31
405-2-000159,아라동 무료 주차장,공영,노외,제주특별자치도 제주시 아라2동3002-1,제주특별자치도 제주시 아라2동3002-1,24,1,미시행,평일+토요일+공휴일,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,무료,0,0,0,0,,,,,,차량관리과,,,,2017-07-31
405-2-000158,아라동 무료 주차장,공영,노외,제주특별자치도 제주시 아라2동3013-11,제주특별자치도 제주시 아라2동3013-11,17,1,미시행,평일+토요일+공휴일,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,무료,0,0,0,0,,,,,,차량관리과,,,,2017-07-31
405-2-000157,아라동 무료 주차장,공영,노외,제주특별자치도 제주시 아라2동3013-1,제주특별자치도 제주시 아라2동3013-1,15,1,미시행,평일+토요일+공휴일,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,무료,0,0,0,0,,,,,,차량관리과,,,,2017-07-31
405-2-000156,이도이동 무료 주차장,공영,노외,제주특별자치도 제주시 이도2동1982-3,제주특별자치도 제주시 이도2동1982-3,23,1,미시행,평일+토요일+공휴일,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,무료,0,0,0,0,,,,,,차량관리과,,,,2017-07-31
405-2-000155,이도이동 무료 주차장,공영,노외,제주특별자치도 제주시 이도2동1982-1,제주특별자치도 제주시 이도2동1982-1,17,1,미시행,평일+토요일+공휴일,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,무료,0,0,0,0,,,,,,차량관리과,,,,2017-07-31
405-2-000154,이도이동 무료 주차장,공영,노외,제주특별자치도 제주시 이도2동1982-15,제주특별자치도 제주시 이도2동1982-15,20,1,미시행,평일+토요일+공휴일,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,무료,0,0,0,0,,,,,,차량관리과,,,,2017-07-31
405-2-000153,이도이동 무료 주차장,공영,노외,제주특별자치도 제주시 이도2동1982-17,제주특별자치도 제주시 이도2동1982-17,20,1,미시행,평일+토요일+공휴일,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,무료,0,0,0,0,,,,,,차량관리과,,,,2017-07-31
405-2-000152,이도이동 무료 주차장,공영,노외,제주특별자치도 제주시 이도2동1977-6,제주특별자치도 제주시 이도2동1977-7,27,1,미시행,평일+토요일+공휴일,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,무료,0,0,0,0,,,,,,차량관리과,,,,2017-07-31
405-2-000151,이도이동 무료 주차장,공영,노외,제주특별자치도 제주시 이도2동1994-0,제주특별자치도 제주시 이도2동1994-1,26,1,미시행,평일+토요일+공휴일,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,무료,0,0,0,0,,,,,,차량관리과,,,,2017-07-31
405-2-000150,이도이동 무료 주차장,공영,노외,제주특별자치도 제주시 이도2동1992-6,제주특별자치도 제주시 이도2동1992-7,36,1,미시행,평일+토요일+공휴일,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,무료,0,0,0,0,,,,,,차량관리과,,,,2017-07-31
405-2-000149,이도이동 무료 주차장,공영,노외,제주특별자치도 제주시 이도2동2017-0,제주특별자치도 제주시 이도2동2017-1,39,1,미시행,평일+토요일+공휴일,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,무료,0,0,0,0,,,,,,차량관리과,,,,2017-07-31
405-2-000148,이도이동 무료 주차장,공영,노외,제주특별자치도 제주시 이도2동2021-11,제주특별자치도 제주시 이도2동2021-12,33,1,미시행,평일+토요일+공휴일,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,무료,0,0,0,0,,,,,,차량관리과,,,,2017-07-31
405-2-000147,이도이동 무료 주차장,공영,노외,제주특별자치도 제주시 이도2동2008-0,제주특별자치도 제주시 이도2동2008-1,38,1,미시행,평일+토요일+공휴일,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,무료,0,0,0,0,,,,,,차량관리과,,,,2017-07-31
405-2-000146,이도이동 무료 주차장,공영,노외,제주특별자치도 제주시 이도2동2003-6,제주특별자치도 제주시 이도2동2003-7,29,1,미시행,평일+토요일+공휴일,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,무료,0,0,0,0,,,,,,차량관리과,,,,2017-07-31
405-2-000145,이도이동 무료 주차장,공영,노외,제주특별자치도 제주시 이도2동1999-0,제주특별자치도 제주시 이도2동1999-1,39,1,미시행,평일+토요일+공휴일,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,무료,0,0,0,0,,,,,,차량관리과,,,,2017-07-31
405-2-000144,이도이동 무료 주차장,공영,노외,제주특별자치도 제주시 이도2동1998-8,제주특별자치도 제주시 이도2동1998-9,41,1,미시행,평일+토요일+공휴일,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,무료,0,0,0,0,,,,,,차량관리과,,,,2017-07-31
405-2-000143,이도이동 무료 주차장,공영,노외,제주특별자치도 제주시 이도2동2026-8,제주특별자치도 제주시 이도2동2026-9,27,1,미시행,평일+토요일+공휴일,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,무료,0,0,0,0,,,,,,차량관리과,,,,2017-07-31
405-2-000142,이도이동 무료 주차장,공영,노외,제주특별자치도 제주시 이도2동2030-3,제주특별자치도 제주시 이도2동2030-4,27,1,미시행,평일+토요일+공휴일,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,무료,0,0,0,0,,,,,,차량관리과,,,,2017-07-31
405-2-000141,이도이동 무료 주차장,공영,노외,제주특별자치도 제주시 이도2동2035-9,제주특별자치도 제주시 이도2동2035-10,30,1,미시행,평일+토요일+공휴일,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,무료,0,0,0,0,,,,,,차량관리과,,,,2017-07-31
405-2-000140,이도이동 무료 주차장,공영,노외,제주특별자치도 제주시 이도2동2040-1,제주특별자치도 제주시 이도2동2040-2,28,1,미시행,평일+토요일+공휴일,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,무료,0,0,0,0,,,,,,차량관리과,,,,2017-07-31
405-2-000017,동문버스주차,공영,노외,제주특별자치도 제주시 일도2동1104,제주특별자치도 제주시 일도2동1104외6,12,1,미시행,평일,9:00,18:30,24:00:00,24:00:00,24:00:00,24:00:00,유료,30,0,15,300,,,,,,차량관리과,,,,2017-07-31
405-2-000016,이도2동주민센터 앞,공영,노외,제주특별자치도 제주시 이도2동1052-2,제주특별자치도 제주시 이도2동1052-2,150,1,미시행,평일,9:00,19:00,24:00:00,24:00:00,24:00:00,24:00:00,유료,30,500,15,300,,,,,,차량관리과,,,,2017-07-31
405-2-000015,칠성상가제2,공영,노외,제주특별자치도 제주시 일도1동1401-13,제주특별자치도 제주시 일도1동1401-13,14,1,미시행,평일,12:00,18:00,24:00:00,24:00:00,24:00:00,24:00:00,유료,30,500,15,300,,,,,,차량관리과,,,,2017-07-31
405-2-000014,광양초 서측 주차장,공영,노외,제주특별자치도 제주시 이도1동1257-4,"제주특별자치도 제주시 이도1동1257-4,8,9,10",45,1,미시행,평일,8:30,18:00,24:00:00,24:00:00,24:00:00,24:00:00,유료,30,500,15,300,,,,,,차량관리과,,,,2017-07-31
405-2-000013,칠성상가제1,공영,노외,제주특별자치도 제주시 일도1동1476-1,"제주특별자치도 제주시 일도1동1476-1,20",16,1,미시행,평일,12:00,18:00,24:00:00,24:00:00,24:00:00,24:00:00,유료,30,500,15,300,,,,,,차량관리과,,,,2017-07-31
405-2-000012,성신로,공영,노외,제주특별자치도 제주시 연동2322-7,제주특별자치도 제주시 연동2322-7,55,1,미시행,평일,9:00,19:00,24:00:00,24:00:00,24:00:00,24:00:00,유료,30,500,15,300,,,,,,차량관리과,,,,2017-07-31
405-2-000011,동문재래시장,공영,노외,제주특별자치도 제주시 이도1동1330-5,제주특별자치도 제주시 이도1동1330-5,38,1,미시행,평일+토요일,9:00,18:30,9:00,18:30,24:00:00,24:00:00,유료,30,0,15,300,,,,,,차량관리과,,,,2017-07-31
405-2-000010,법원북측,공영,노외,제주특별자치도 제주시 이도2동1066,제주특별자치도 제주시 이도2동1066,91,1,미시행,평일,9:00,19:00,24:00:00,24:00:00,24:00:00,24:00:00,유료,30,500,15,300,,,,,,차량관리과,,,,2017-07-31
405-2-000009,제일주차빌딩,공영,노외,제주특별자치도 제주시 일도1동1476-33,제주특별자치도 제주시 일도1동1476-33,92,1,미시행,평일+토요일+공휴일,8:00,23:00,8:00,23:00,8:00,23:00,유료,30,500,15,300,,,,,,차량관리과,,,,2017-07-31
405-2-000008,인제공영,공영,노외,제주특별자치도 제주시 일도2동409-11,제주특별자치도 제주시 일도2동409-11,125,1,미시행,평일,12:00,22:00,24:00:00,24:00:00,24:00:00,24:00:00,유료,30,500,15,300,,,,,,차량관리과,,,,2017-07-31
405-2-000007,신제주공영주차장,공영,노외,제주특별자치도 제주시 연동272-31,제주특별자치도 제주시 연동272-31,242,1,미시행,평일+토요일+공휴일,13:00,23:00,13:00,23:00,13:00,23:00,유료,30,500,15,300,,,,,,차량관리과,,,,2017-07-31
405-2-000006,고산동산주차장,공영,노외,제주특별자치도 제주시 이도2동1012-10,제주특별자치도 제주시 이도2동1012-10,51,1,미시행,평일+토요일,9:00,19:00,9:00,19:00,24:00:00,24:00:00,유료,30,500,15,300,,,,,,차량관리과,,,,2017-07-31
405-2-000005,병문주차장,공영,노외,제주특별자치도 제주시 삼도2동1227-7,제주특별자치도 제주시 삼도2동1227-7,57,1,미시행,평일,9:00,18:30,24:00:00,24:00:00,24:00:00,24:00:00,유료,30,500,15,300,,,,,,차량관리과,,,,2017-07-31
405-2-000004,칠성골,공영,노외,제주특별자치도 제주시 삼도2동1192-8,제주특별자치도 제주시 삼도2동1192-8,80,1,미시행,평일+토요일+공휴일,11:00,21:00,11:00,21:00,11:00,21:00,유료,30,500,15,300,,,,,,차량관리과,,,,2017-07-31
405-2-000003,탑동제2주차장,공영,노외,제주특별자치도 제주시 삼도2동1257,제주특별자치도 제주시 삼도2동1257,107,1,미시행,공휴일,24:00:00,24:00:00,12:00,22:00,12:00,22:00,유료,30,500,15,300,,,,,,차량관리과,,,,2017-07-31
405-2-000002,공항입구주차장,공영,노외,제주특별자치도 제주시 용담2동1611,"제주특별자치도 제주시 용담2동1611,1624-1",379,1,미시행,평일+토요일+공휴일,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,유료,30,500,15,300,,,,,,차량관리과,,,,2017-07-31
405-2-000001,용두암 주차장,공영,노외,제주특별자치도 제주시 용담2동483,제주특별자치도 제주시 용담2동483,62,1,미시행,평일+토요일+공휴일,9:00,18:30,9:00,18:30,9:00,18:30,유료,30,500,15,300,,,,,,차량관리과,,,,2017-07-31
405-1-000005,시청 앞 공영주차장,공영,노상,제주특별자치도 제주시 이도2동 시청앞,,60,1,미시행,평일,9:00,18:00,24:00:00,24:00:00,24:00:00,24:00:00,유료,30,500,15,300,,,,,,차량관리과,,,,2017-07-31
405-1-000004,중앙로터리,공영,노상,제주특별자치도 제주시 이도1동 중앙로터리,,19,1,미시행,평일+토요일+공휴일,9:00,21:00,9:00,21:00,9:00,21:00,유료,30,500,15,300,,,,,,차량관리과,,,,2017-07-31
405-1-000003,동문재래시장(노상) 공영주차장,공영,노상,제주특별자치도 제주시 이도1동 1491-1,,91,1,미시행,평일+토요일,9:00,18:30,9:00,18:30,24:00:00,24:00:00,유료,30,0,15,300,,,,,,차량관리과,,,,2017-07-31
405-1-000002,신제주로터리,공영,노상,제주특별자치도 제주시 연동 신제주로터리,,57,1,미시행,평일,9:00,18:00,24:00:00,24:00:00,24:00:00,24:00:00,유료,30,500,15,300,,,,,,차량관리과,,,,2017-07-31
405-1-000001,탑동입구 공영주차장,공영,노상,제주특별자치도 제주시 건입동 임항로,,9,1,미시행,평일+토요일+공휴일,11:00,21:00,11:00,21:00,11:00,21:00,유료,30,500,15,300,,,,,,차량관리과,,,,2017-07-31
